biomarker_type	id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
Chemical	970	Mercury	HMDB0003625	Mercury Exposure	Exposure	0.0030 (0.0026-0.0034) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	970	Mercury	HMDB0003625	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	970	Mercury	HMDB0003625	Mercury Exposure	Exposure	0.0024 (0.0021-0.0026) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	970	Mercury	HMDB0003625	Normal	Exposure	0 uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Antimony Exposure	Exposure	0.00015 (0.00013-0.00016) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Antimony Exposure	Exposure	0.00021 (0.00017-0.00024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Antimony Exposure	Exposure	0.00016 (0.00014-0.00018) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1004	Antimony	HMDB0004118	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.00063 (0.00055-0.00071) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.00017 (0.00016-0.00019) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.00082 (0.00068-0.00093) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.00022 (0.00021-0.00024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.00062 (0.00057-0.00069) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.00017 (0.00016-0.00019) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.13 (0.12-0.14) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.040 (0.037-0.042) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.14 (0.12-0.15) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.041 (0.039-0.044) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Lead Exposure	Exposure	0.15 (0.13-0.18) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1037	Lead	HMDB0004628	Normal	Exposure	0.047 (0.044-0.050) uM	All	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Fats Consumption	Exposure	1.52 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Soy Foods Consumption	Exposure	1.52 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Fruits Consumption	Exposure	1.52 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Vegetables Consumption	Exposure	1.52 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Dietary Fibre Consumption	Exposure	0.2 ug/mmol	NA	Both	Urine, spot	NA
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.15 (0.087-0.23) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0020 (0.0018-0.0024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.19 (0.12-0.24) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0022 (0.0019-0.0026) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.088 (0.080-0.11) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0020 (0.0018-0.0022) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.094 (0.079-0.14) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0020 (0.0018-0.0023) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.12 (0.065-0.18) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0017 (0.0015-0.0019) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	O-Desmethylangolensin Exposure	Exposure	0.073 (0.061-0.095) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1038	O-Desmethylangolensin	HMDB0004629	Normal	Exposure	0.0018 (0.0013-0.0024) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Fats Consumption	Exposure	0.3 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Soy Foods Consumption	Exposure	0.3 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Fruits Consumption	Exposure	0.3 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Vegetables Consumption	Exposure	0.3 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Peach Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Berries Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Fruit Juices Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Dark Bread Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Cereals Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Potato Consumption	Exposure	2 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1124	Enterodiol	HMDB0005056	Chocolate Consumption	Exposure	0.8 umol/L	Adult: >=18 yrs old	Both	Urine, first morning spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Dietary Fibre Consumption	Exposure	7.8 ug/mmol	NA	Both	Urine, spot	NA
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.090 (0.074-0.12) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.0091 (0.0076-0.011) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.20 (0.16-0.23) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.016 (0.015-0.017) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.084 (0.074-0.094) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.013 (0.011-0.014) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.11 (0.092-0.14) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.014 (0.013-0.015) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.12 (0.100-0.16) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.014 (0.012-0.015) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Enterodiol Exposure	Exposure	0.15 (0.11-0.24) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1124	Enterodiol	HMDB0005056	Normal	Exposure	0.014 (0.012-0.016) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1266	Hesperetin	HMDB0005782	Fruits Consumption	Exposure	98 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Vegetables Consumption	Exposure	98 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Fruits + Vegetables Consumption	Exposure	98 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Grapefruit Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Grapefruit Juice Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Orange Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Orange Juice Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Citrus Fruits Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1266	Hesperetin	HMDB0005782	Fruit Juices Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Fruits Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Vegetables Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Fruits + Vegetables Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Apple Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Peach Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Berries Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Fruit Juices Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Onion Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Black Tea Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1270	Quercetin	HMDB0005794	Herbal Tea Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Fruits Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Vegetables Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Fruits + Vegetables Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Apple Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Peach Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Berries Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Grapefruit Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Grapefruit Juice Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Orange Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Orange Juice Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Citrus Fruits Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Fruit Juices Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Onion Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Dark Bread Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Cereals Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Potato Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Chocolate Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Coffee Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Black Tea Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Herbal Tea Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1271	Kaempferol	HMDB0005801	Wine Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Apple Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Peach Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Berries Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Fruits Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Fruit Juices Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Vegetables Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Onion Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Chocolate Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Black Tea Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Herbal Tea Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1272	Gallic acid	HMDB0005807	Wine Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1278	Dihydrogenistein	HMDB0005897	Fats Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1278	Dihydrogenistein	HMDB0005897	Soy Foods Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1278	Dihydrogenistein	HMDB0005897	Fruits Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1278	Dihydrogenistein	HMDB0005897	Vegetables Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Fats Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Soy Foods Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Fruits Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Vegetables Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Peach Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Berries Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Fruit Juices Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Dark Bread Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Cereals Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Potato Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
Chemical	1295	Enterolactone	HMDB0006101	Dietary Fibre Consumption	Exposure	93.5 ug/mmol	NA	Both	Urine, spot	NA
Chemical	1295	Enterolactone	HMDB0006101	Fruits + Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Water Soluble Fibre Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Insoluble Fibre Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Coffee + Tea Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Ethanol Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Wine Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Beer Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Liquor Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Mushrooms Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Leafy Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Lettuce Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Cabbage Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Gourds Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Walnut Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Avocado Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Legume Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Onion Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Banana Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Olive Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Sesame Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Citrus Fruits Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Potato Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Carrot Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Grape Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.85 (0.71-1.1) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.083 (0.070-0.099) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.80 (0.65-0.93) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.092 (0.083-0.100) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.91 (0.76-1.1) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.11 (0.093-0.12) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.0 (0.85-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.100 (0.090-0.12) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.0 (0.79-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.092 (0.080-0.11) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.1 (0.91-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	1295	Enterolactone	HMDB0006101	Normal	Exposure	0.087 (0.078-0.098) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4238	Ethyl glucuronide	HMDB0010325	Ethanol Consumption	Exposure	239.5 ng/mL	NA	Both	Urine, first morning spot	NA
Chemical	4238	Ethyl glucuronide	HMDB0010325	Ethanol Consumption	Exposure	239.5 ng/mL	NA	Both	Urine, first morning spot	NA
Chemical	4974	1-Hydroxyphenanthrene	HMDB0059797	1-Hydroxyphenanthrene Exposure	Exposure	0.00021 (0.00019-0.00022) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
Chemical	4974	1-Hydroxyphenanthrene	HMDB0059797	Normal	Exposure	0 umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
