id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
174	Pyroglutamic acid	HMDB0000267	Normal	Diagnostic	19.5 (15.8-23.2) uM	Adult	Both	Blood	Friesen, R. W., Novak, E. M., Hasman, D. & Innis, S. M. Relationship of dimethylglycine, choline, and betaine with oxoproline in plasma of pregnant women and their newborn infants. J Nutr 137, 2641-2646 (2007).
177	Sarcosine	HMDB0000271	Eosinophilic Esophagitis	Diagnostic	12.0 (0-39.3) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
177	Sarcosine	HMDB0000271	Normal	Diagnostic	56.5 (17.2-56.5) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 2420598
177	Sarcosine	HMDB0000271	Sarcosinemia	Diagnostic	654.1 (282.6-1025.6) uM	Infant	Female	Blood	Pubmed_ID: 2420598
177	Sarcosine	HMDB0000271	Normal	Diagnostic	0.00100 (0-0.00100) uM	Infant	Both	Blood	Pubmed_ID: 2420598
178	Phosphoserine	HMDB0000272	Eosinophilic Esophagitis	Diagnostic	146.7 (137.0-156.4) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
178	Phosphoserine	HMDB0000272	Normal	Diagnostic	0.11 (0-0.11) umol/mmol creatinine	Children	Unknown	Urine	Mayo Clinic
179	Thymidine	HMDB0000273	Eosinophilic Esophagitis	Diagnostic	3.4 (2.9-4.0) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
179	Thymidine	HMDB0000273	Normal	Diagnostic	2.1 (1.2-3.0) umol/mmol creatinine	Children	Unknown	Urine	Mordechai, Hien, and David S. Wishart
179	Thymidine	HMDB0000273	Canavan Disease	Diagnostic	0.31 (0.22-0.40) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
179	Thymidine	HMDB0000273	Normal	Diagnostic	0.100 (0-0.100) uM	Adult	Unknown	Blood	Eells, J. T. & Spector, R. Purine and pyrimidine base and nucleoside concentrations in human cerebrospinal fluid and plasma. Neurochem Res 8, 1451-1457 (1983).
182	D-Ribose	HMDB0000283	Eosinophilic Esophagitis	Diagnostic	26.9 umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
182	D-Ribose	HMDB0000283	Normal	Diagnostic	6.3 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Shoemaker, J. D. & Elliott, W. H. Automated screening of urine samples for carbohydrates, organic and amino acids after treatment with urease. J Chromatogr 562, 125-138 (1991).
182	D-Ribose	HMDB0000283	Ribose 5 Phosphate Isomerase Deficiency	Diagnostic	50.0 (5.0-102.0) umol/mmol creatinine	Adolescent:13-18 yrs old	Both	Urine	Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).
182	D-Ribose	HMDB0000283	Normal	Diagnostic	2.5 (0-5.0) umol/mmol creatinine	Adolescent:13-18 yrs old	Both	Urine	Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).
182	D-Ribose	HMDB0000283	Ribose 5 Phosphate Isomerase Deficiency	Diagnostic	90.0 (47.0-146.0) uM	Adolescent:13-18 yrs old	Both	Cerebrospinal_Fluid	Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).
182	D-Ribose	HMDB0000283	Normal	Diagnostic	2.5 (0-5.0) uM	Adolescent:13-18 yrs old	Both	Cerebrospinal_Fluid	Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).
184	Uridine 5'-monophosphate	HMDB0000288	Alzheimer's Disease	Diagnostic	1.2 (0.65-1.8) uM	Adult	Male	Saliva	Pubmed_ID: 23857558
184	Uridine 5'-monophosphate	HMDB0000288	Normal	Diagnostic	0.29 (0-0.74) uM	Adult	Male	Saliva	Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.
185	Uric acid	HMDB0000289	Molybdenum Cofactor Deficiency	Diagnostic	20.0 umol/mmol creatinine	Newborn: 0 day-1 wk	Unknown	Urine	Pubmed_ID: 8051926
185	Uric acid	HMDB0000289	Normal	Diagnostic	2.2e+03 umol/mmol creatinine	Newborn: 0 day-1 wk	Both	Urine	López Hernández Y and Wishart DS. The urinary metabolome of healthy newborns (in preparation)
185	Uric acid	HMDB0000289	Hereditary Fructose Intolerance	Diagnostic	2.1e+03 (807.0-3.2e+03) umol/mmol creatinine	Adult: >=18 yrs old	Unknown	Urine	Pubmed_ID: 6268573
185	Uric acid	HMDB0000289	Normal	Diagnostic	450.0 (100.0-800.0) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 23249873
185	Uric acid	HMDB0000289	Phosphoribosylpyrophosphate Synthetase Superactivity	Diagnostic	1.7e+03 (1.2e+03-2.2e+03) umol/mmol creatinine	Children: 2-17 yrs old	Male	Urine	Pubmed_ID: 4340256
185	Uric acid	HMDB0000289	Normal	Diagnostic	524.8 (275.2-774.3) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
185	Uric acid	HMDB0000289	Molybdenum Cofactor Deficiency	Diagnostic	29.0 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Female	Urine	Pubmed_ID: 3169394
185	Uric acid	HMDB0000289	Normal	Diagnostic	1.0e+03 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	GeneReviews: Phosphoribosylpyrophosphate Synthetase Superactivity
185	Uric acid	HMDB0000289	Canavan Disease	Diagnostic	1.6e+03 (805.3-2.3e+03) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
185	Uric acid	HMDB0000289	Xanthinuria Type 1	Diagnostic	23.5 (0-47.0) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	Pubmed_ID: 25370766
185	Uric acid	HMDB0000289	Meningitis	Diagnostic	178.9 (71.9-285.9) uM	Adult	Both	Blood	Peng, F., Zhang, B., Zhong, X., Li, J., Xu, G., Hu, X., Qiu, W. & Pei, Z. Serum uric acid levels of patients with multiple sclerosis and other neurological diseases. Mult Scler 14, 188-196 (2008).
185	Uric acid	HMDB0000289	Normal	Diagnostic	494.2 (280.2-708.2) uM	Adult	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
185	Uric acid	HMDB0000289	Congenital Disorder of Glycosylation Type 1A	Diagnostic	0.00043 (0.00042-0.00044) uM	Infant: 1 wk-2 yrs old	Both	Blood	Pubmed_ID: 3162953
185	Uric acid	HMDB0000289	Normal	Diagnostic	119.0 (119.0-) uM	Infant: 1 wk-2 yrs old	Both	Blood	Pubmed_ID: 27289259
185	Uric acid	HMDB0000289	Fanconi Syndrome	Diagnostic	95.2 (0-230.2) uM	Adult	Female	Blood	Pubmed_ID: 1982686
185	Uric acid	HMDB0000289	Normal	Diagnostic	275.0 (140.0-410.0) uM	Adult	Female	Blood	Pubmed_ID: 15651030
185	Uric acid	HMDB0000289	Molybdenum Cofactor Deficiency	Diagnostic	59.5 (-529.4-59.5) uM	Newborn: 0 day-1 wk	Female	Blood	Pubmed_ID: 12872846
185	Uric acid	HMDB0000289	Normal	Diagnostic	461.0 (166.6-755.5) uM	Newborn: 0 day-1 wk	Both	Blood	CALIPER Paediatric Reference Intervals
185	Uric acid	HMDB0000289	Phosphoribosylpyrophosphate Synthetase Superactivity	Diagnostic	591.9 (505.6-678.1) uM	Infant	Male	Blood	Pubmed_ID: 4340256
185	Uric acid	HMDB0000289	Normal	Diagnostic	119.0 (32.7-205.2) uM	Infant	Both	Blood	Pubmed_ID: 27289259
185	Uric acid	HMDB0000289	Fructose 1,6 Bisphosphatase Deficiency	Diagnostic	713.8 uM	Infant: 1 wk-2 yrs old	Female	Blood	Pubmed_ID: 4341015
185	Uric acid	HMDB0000289	Normal	Diagnostic	119.0 uM	Infant: 1 wk-2 yrs old	Both	Blood	Pubmed_ID: 27289259
185	Uric acid	HMDB0000289	Molybdenum Cofactor Deficiency	Diagnostic	59.5 (0-59.5) uM	Newborn	Female	Blood	Pubmed_ID: 12872846
185	Uric acid	HMDB0000289	Normal	Diagnostic	461.0 (166.6-755.5) uM	Newborn	Both	Blood	Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.
185	Uric acid	HMDB0000289	Canavan Disease	Diagnostic	1797.9 (902.5-2693.3) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
185	Uric acid	HMDB0000289	Normal	Diagnostic	494.2 (0-2285.1) uM	Adult	Both	Blood	Pubmed_ID: 23249873
185	Uric acid	HMDB0000289	Lesch Nyhan Syndrome	Diagnostic	643.0 (369.0-917.0) uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 11307586
185	Uric acid	HMDB0000289	Normal	Diagnostic	279.6 (255.8-303.4) uM	Adult: >=18 yrs old	Male	Blood	Pubmed_ID: 3818951
185	Uric acid	HMDB0000289	Cachexia	Diagnostic	612.0 (576.0-648.0) uM	Adult	Both	Blood	Doehner, W., Rauchhaus, M., Florea, V. G., Sharma, R., Bolger, A. P., Davos, C. H., Coats, A. J. & Anker, S. D. Uric acid in cachectic and noncachectic patients with chronic heart failure: relationship to leg vascular resistance. Am Heart J 141, 792-799 (2001).
185	Uric acid	HMDB0000289	Xanthinuria Type 1	Diagnostic	23.8 (0-116.0) uM	Children	Male	Blood	Pubmed_ID: 3818951
185	Uric acid	HMDB0000289	Normal	Diagnostic	199.3 (107.1-291.5) uM	Children	Both	Blood	CALIPER Paediatric Reference Intervals
185	Uric acid	HMDB0000289	Uremia	Diagnostic	496.4 (231.5-761.3) uM	Children	Unknown	Blood	Pubmed_ID: 12675874
185	Uric acid	HMDB0000289	Normal	Diagnostic	119.0 (0-648.7) uM	Infant	Both	Blood	Geigy Scientific Tables, 8th Rev edition, Volume 3. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
186	Vanillylmandelic acid	HMDB0000291	Eosinophilic Esophagitis	Diagnostic	6.9 (4.1-9.6) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Mordechai, Hien, and David S. Wishart
186	Vanillylmandelic acid	HMDB0000291	Normal	Diagnostic	3.7 (1.5-5.8) umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Shoemaker, J. D. & Elliott, W. H. Automated screening of urine samples for carbohydrates, organic and amino acids after treatment with urease. J Chromatogr 562, 125-138 (1991).
186	Vanillylmandelic acid	HMDB0000291	Aromatic L Amino Acid Decarboxylase Deficiency	Diagnostic	0.90 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Female	Urine	Pubmed_ID: 9686366
186	Vanillylmandelic acid	HMDB0000291	Normal	Diagnostic	12.4 umol/mmol creatinine	Infant: 1 wk-2 yrs old	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
186	Vanillylmandelic acid	HMDB0000291	Brunner Syndrome	Diagnostic	0.30 (0.20-0.40) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 8503438
186	Vanillylmandelic acid	HMDB0000291	Normal	Diagnostic	1.1 (1.7-1.2) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 8503438
187	Xanthine	HMDB0000292	Sulfite Oxidase Deficiency	Diagnostic	2.3 (1.6-3.0) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 27289259
187	Xanthine	HMDB0000292	Normal	Diagnostic	40.0 (39.3-40.0) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 27289259
187	Xanthine	HMDB0000292	Phosphoribosylpyrophosphate Synthetase Superactivity	Diagnostic	524.1 (520.3-527.9) umol/mmol creatinine	Adult	Female	Urine	Garcia-Pavia, P., Torres, R. J., Rivero, M., Ahmed, M., Garcia-Puig, J. & Becker, M. A. Phosphoribosylpyrophosphate synthetase overactivity as a cause of uric acid overproduction in a young woman. Arthritis Rheum 48, 2036-2041 (2003).
187	Xanthine	HMDB0000292	Normal	Diagnostic	3.4 (1.5-5.3) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 15558695
187	Xanthine	HMDB0000292	Xanthinuria Type 1	Diagnostic	6.8 (5.2-8.4) uM	Adult	Female	Blood	Pubmed_ID: 3818951
187	Xanthine	HMDB0000292	Hydrocephalus	Diagnostic	9.9 (7.5-12.3) uM	Children	Both	Cerebrospinal_Fluid	Castro-Gago, M., Rodriguez, I. N., Rodriguez-Nunez, A., Guitian, J. P., Rocamonde, S. L. & Rodriguez-Segade, S. Therapeutic criteria in hydrocephalic children. Childs Nerv Syst 5, 361-363 (1989).
187	Xanthine	HMDB0000292	Normal	Diagnostic	2.5 (1.8-3.2) uM	Children	Unknown	Cerebrospinal_Fluid	Wishart, D. S., Lewis, M. J., Morrissey, J. A., Flegel, M. D., Jeroncic, K., Xiong, Y., Cheng, D., Eisner, R., Gautam, B., Tzur, D., Sawhney, S., Bamforth, F., Greiner, R. & Li, L. The human cerebrospinal fluid metabolome. J Chromatogr B Analyt Technol Biomed Life Sci 871, 164-173 (2008).
187	Xanthine	HMDB0000292	Degenerative Disc Disease	Diagnostic	2.3 (2.1-2.5) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Eells, J. T. & Spector, R. Purine and pyrimidine base and nucleoside concentrations in human cerebrospinal fluid and plasma. Neurochem Res 8, 1451-1457 (1983).
187	Xanthine	HMDB0000292	Molybdenum Cofactor Deficiency	Diagnostic	991.0 (26.1-1955.9) umol/mmol creatinine	Newborn	Unknown	Urine	Pubmed_ID: 8051926
187	Xanthine	HMDB0000292	Normal	Diagnostic	4.3 (0-969.2) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 14627688
187	Xanthine	HMDB0000292	Canavan Disease	Diagnostic	6.4 (4.4-8.3) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
187	Xanthine	HMDB0000292	Normal	Diagnostic	1.3 (0.49-2.0) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
187	Xanthine	HMDB0000292	Uremia	Diagnostic	9.9 (4.6-15.1) uM	Adult	Both	Blood	Pubmed_ID: 12675874
188	Urea	HMDB0000294	Type 4B Bartter Syndrome	Diagnostic	1.1e+04 uM	Newborn: 0 day-1 wk	Female	Blood	Pubmed_ID: 18310267
188	Urea	HMDB0000294	Normal	Diagnostic	2.1e+03 uM	Newborn: 0 day-1 wk	Both	Blood	CALIPER Paediatric Reference Intervals
188	Urea	HMDB0000294	Uremia	Diagnostic	38333.3 (20000.0-56666.7) uM	Adult	Both	Blood	Pubmed_ID: 12675874
188	Urea	HMDB0000294	Normal	Diagnostic	6666.7 (0-6666.7) uM	Adult	Both	Blood	Pubmed_ID: 21359215
190	Uridine	HMDB0000296	Lesch Nyhan Syndrome	Diagnostic	7.7 (6.8-8.6) uM	Adult	Both	Blood	Harkness, R. A., McCreanor, G. M. & Watts, R. W. Lesch-Nyhan syndrome and its pathogenesis: purine concentrations in plasma and urine with metabolite profiles in CSF. J Inherit Metab Dis 11, 239-252 (1988).
190	Uridine	HMDB0000296	Normal	Diagnostic	3.1 (1.8-4.4) uM	Adult	Both	Blood	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
192	Uracil	HMDB0000300	Argininemia	Diagnostic	144.3 (109.3-179.3) umol/mmol creatinine	Children	Male	Urine	Pubmed_ID: 2311630
192	Uracil	HMDB0000300	Normal	Diagnostic	43.0 (8.0-78.0) umol/mmol creatinine	Children	Both	Urine	BC Children's Hospital Biochemical Genetics Lab
192	Uracil	HMDB0000300	Dihydropyrimidinase Deficiency	Diagnostic	495.9 (484.3-507.4) umol/mmol creatinine	Adult	Female	Urine	Pubmed_ID: 2109146
192	Uracil	HMDB0000300	Normal	Diagnostic	5.0 (0-19.5) umol/mmol creatinine	Adult	Both	Urine	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
192	Uracil	HMDB0000300	Hyperammonemia due to Carbamoyl Phosphate Synthetase I Deficiency	Diagnostic	265.0 (30.0-500.0) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	MetaGene: Metabolic & Genetic Information Center
192	Uracil	HMDB0000300	Molybdenum Cofactor Deficiency	Diagnostic	48.0 umol/mmol creatinine	Children: 2-17 yrs old	Male	Urine	Pubmed_ID: 26644055
192	Uracil	HMDB0000300	Normal	Diagnostic	13.0 umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Pubmed_ID: 26644055
192	Uracil	HMDB0000300	Canavan Disease	Diagnostic	20.2 (13.0-27.5) umol/mmol creatinine	Adult	Both	Urine	Tavazzi, B., Lazzarino, G., Leone, P., Amorini, A. M., Bellia, F., Janson, C. G., Di Pietro, V., Ceccarelli, L., Donzelli, S., Francis, J. S. & Giardina, B. Simultaneous high performance liquid chromatographic separation of purines, pyrimidines, N-acetylated amino acids, and dicarboxylic acids for the chemical diagnosis of inborn errors of metabolism. Clin Biochem 38, 997-1008 (2005).
193	Urocanic acid	HMDB0000301	Urocanase Deficiency	Diagnostic	180.0 (158.0-202.0) umol/mmol creatinine	Adolescent	Unknown	Urine	Espinos, C., Pineda, M., Martinez-Rubio, D., Lupo, V., Ormazabal, A., Vilaseca, M. A., Spaapen, L. J., Palau, F. & Artuch, R. Mutations in the urocanase gene UROC1 are associated with urocanic aciduria. J Med Genet 46, 407-411 (2009).
193	Urocanic acid	HMDB0000301	Normal	Diagnostic	1000.0 (978.0-1000.0) umol/mmol creatinine	Adolescent	Unknown	Urine	Espinos, C., Pineda, M., Martinez-Rubio, D., Lupo, V., Ormazabal, A., Vilaseca, M. A., Spaapen, L. J., Palau, F. & Artuch, R. Mutations in the urocanase gene UROC1 are associated with urocanic aciduria. J Med Genet 46, 407-411 (2009).
195	Vitamin A	HMDB0000305	Endometrial Cancer	Diagnostic	2.0 (1.2-2.5) uM	Adult	Female	Blood	Jeong, N. H., Song, E. S., Lee, J. M., Lee, K. B., Kim, M. K., Yun, Y. M., Lee, J. K., Son, S. K., Lee, J. P., Kim, J. H., Hur, S. Y. & Kwon, Y. I. Preoperative levels of plasma micronutrients are related to endometrial cancer risk. Acta Obstet Gynecol Scand 88, 434-439 (2009).
195	Vitamin A	HMDB0000305	Normal	Diagnostic	5.9 (3.1-8.6) uM	Adult	Female	Blood	Pubmed_ID: 11454500
195	Vitamin A	HMDB0000305	Hemodialysis	Diagnostic	2.5 (1.6-3.4) uM	Adult	Both	Blood	Cabral, P. C., Diniz Ada, S. & de Arruda, I. K. Vitamin A and zinc status in patients on maintenance haemodialysis. Nephrology (Carlton) 10, 459-463 (2005).
195	Vitamin A	HMDB0000305	Normal	Diagnostic	1.4 (1.1-1.8) uM	Adult	Female	Blood	Pubmed_ID: 9109609
196	Tyramine	HMDB0000306	Brunner Syndrome	Diagnostic	2.9 (1.3-4.6) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 8503438
196	Tyramine	HMDB0000306	Normal	Diagnostic	0.33 (0.60-1.9) umol/mmol creatinine	Adult	Male	Urine	Pubmed_ID: 27012787
198	3,4-Dihydroxyphenylglycol	HMDB0000318	Menkes Disease	Diagnostic	0.0040 (0.0020-0.0060) uM	Newborn: 0 day-1 wk	Both	Blood	Kaler, S. G., Holmes, C. S., Goldstein, D. S., Tang, J., Godwin, S. C., Donsante, A., Liew, C. J., Sato, S. & Patronas, N. Neonatal diagnosis and treatment of Menkes disease. N Engl J Med 358, 605-614 (2008).
198	3,4-Dihydroxyphenylglycol	HMDB0000318	Normal	Diagnostic	0.0090 (0.0060-0.012) uM	Newborn: 0 day-1 wk	Both	Blood	Kaler, S. G., Holmes, C. S., Goldstein, D. S., Tang, J., Godwin, S. C., Donsante, A., Liew, C. J., Sato, S. & Patronas, N. Neonatal diagnosis and treatment of Menkes disease. N Engl J Med 358, 605-614 (2008).
199	18-Hydroxycorticosterone	HMDB0000319	Aldosterone Biosynthesis Defects	Diagnostic	0.030 (0.012-0.057) uM	Children: 2-17 yrs old	Both	Blood	Peter, M., Partsch, C. J. & Sippell, W. G. Multisteroid analysis in children with terminal aldosterone biosynthesis defects. J Clin Endocrinol Metab 80, 1622-1627 (1995).
199	18-Hydroxycorticosterone	HMDB0000319	Normal	Diagnostic	0.00096 (0.00055-0.0014) uM	Children: 2-17 yrs old	Both	Blood	Peter, M., Bunger, K., Drop, S. L. & Sippell, W. G. Molecular genetic study in two patients with congenital hypoaldosteronism (types I and II) in relation to previously published hormonal studies. Eur J Endocrinol 139, 96-100 (1998).
200	2-Hydroxyadipic acid	HMDB0000321	Alpha Aminoadipic Aciduria	Diagnostic	125.0 (80.0-170.0) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Pubmed_ID: 6796766
200	2-Hydroxyadipic acid	HMDB0000321	Normal	Diagnostic	1.6 (0.100-5.1) umol/mmol creatinine	Children: 2-17 yrs old	Both	Urine	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).
205	(R)-3-Hydroxyisobutyric acid	HMDB0000336	Diabetes Mellitus Type 2	Diagnostic	38.0 (33.0-43.0) uM	Adult: >=18 yrs old	Both	Blood	Avogaro, A. & Bier, D. M. Contribution of 3-hydroxyisobutyrate to the measurement of 3-hydroxybutyrate in human plasma: comparison of enzymatic and gas-liquid chromatography-mass spectrometry assays in normal and in diabetic subjects. J Lipid Res 30, 1811-1817 (1989).
205	(R)-3-Hydroxyisobutyric acid	HMDB0000336	Normal	Diagnostic	21.0 (19.0-23.0) uM	Adult: >=18 yrs old	Both	Blood	Avogaro, A. & Bier, D. M. Contribution of 3-hydroxyisobutyrate to the measurement of 3-hydroxybutyrate in human plasma: comparison of enzymatic and gas-liquid chromatography-mass spectrometry assays in normal and in diabetic subjects. J Lipid Res 30, 1811-1817 (1989).
206	(S)-3,4-Dihydroxybutyric acid	HMDB0000337	Aldehyde Dehydrogenase Deficiency	Diagnostic	985.0 (810.0-1160.0) umol/mmol creatinine	Infant	Male	Urine	Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).
206	(S)-3,4-Dihydroxybutyric acid	HMDB0000337	Normal	Diagnostic	67.4 (11.2-123.6) umol/mmol creatinine	Infant	Both	Urine	Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).
208	2-Methylbutyrylglycine	HMDB0000339	Glutaric Acidemia Type 2	Diagnostic	15.6 (8.5-22.7) umol/mmol creatinine	Newborn: 0 day-1 wk	Unknown	Urine	Pubmed_ID: 6158623
208	2-Methylbutyrylglycine	HMDB0000339	Normal	Diagnostic	5.0 (-9.2-5.0) umol/mmol creatinine	Newborn: 0 day-1 wk	Unknown	Urine	Korman, S. H., Andresen, B. S., Zeharia, A., Gutman, A., Boneh, A. & Pitt, J. J. 2-ethylhydracrylic aciduria in short/branched-chain acyl-CoA dehydrogenase deficiency: application to diagnosis and implications for the R-pathway of isoleucine oxidation. Clin Chem 51, 610-617 (2005).
